ISO2;country_name;longitude;latitude;fraction
BE;Belgium;2.55;50.85;0.00
BE;Belgium;2.55;50.95;0.01
BE;Belgium;2.55;51.05;0.31
BE;Belgium;2.55;51.15;0.01
BE;Belgium;2.65;50.85;0.73
BE;Belgium;2.65;50.95;0.88
BE;Belgium;2.65;51.05;1.00
BE;Belgium;2.65;51.15;0.26
BE;Belgium;2.75;50.75;0.29
BE;Belgium;2.75;50.85;0.97
BE;Belgium;2.75;50.95;1.00
BE;Belgium;2.75;51.05;1.00
BE;Belgium;2.75;51.15;0.62
BE;Belgium;2.85;50.65;0.00
BE;Belgium;2.85;50.75;0.87
BE;Belgium;2.85;50.85;1.00
BE;Belgium;2.85;50.95;1.00
BE;Belgium;2.85;51.05;1.00
BE;Belgium;2.85;51.15;0.96
BE;Belgium;2.85;51.25;0.08
BE;Belgium;2.95;50.65;0.01
BE;Belgium;2.95;50.75;0.64
BE;Belgium;2.95;50.85;1.00
BE;Belgium;2.95;50.95;1.00
BE;Belgium;2.95;51.05;1.00
BE;Belgium;2.95;51.15;1.00
BE;Belgium;2.95;51.25;0.46
BE;Belgium;3.05;50.75;0.26
BE;Belgium;3.05;50.85;1.00
BE;Belgium;3.05;50.95;1.00
BE;Belgium;3.05;51.05;1.00
BE;Belgium;3.05;51.15;1.00
BE;Belgium;3.05;51.25;0.87
BE;Belgium;3.05;51.35;0.01
BE;Belgium;3.15;50.75;0.27
BE;Belgium;3.15;50.85;1.00
BE;Belgium;3.15;50.95;1.00
BE;Belgium;3.15;51.05;1.00
BE;Belgium;3.15;51.15;1.00
BE;Belgium;3.15;51.25;1.00
BE;Belgium;3.15;51.35;0.26
BE;Belgium;3.25;50.55;0.15
BE;Belgium;3.25;50.65;0.45
BE;Belgium;3.25;50.75;0.94
BE;Belgium;3.25;50.85;1.00
BE;Belgium;3.25;50.95;1.00
BE;Belgium;3.25;51.05;1.00
BE;Belgium;3.25;51.15;1.00
BE;Belgium;3.25;51.25;1.00
BE;Belgium;3.25;51.35;0.46
BE;Belgium;3.35;50.45;0.02
BE;Belgium;3.35;50.55;0.93
BE;Belgium;3.35;50.65;1.00
BE;Belgium;3.35;50.75;1.00
BE;Belgium;3.35;50.85;1.00
BE;Belgium;3.35;50.95;1.00
BE;Belgium;3.35;51.05;1.00
BE;Belgium;3.35;51.15;1.00
BE;Belgium;3.35;51.25;0.95
BE;Belgium;3.35;51.35;0.48
BE;Belgium;3.45;50.45;0.00
BE;Belgium;3.45;50.55;0.84
BE;Belgium;3.45;50.65;1.00
BE;Belgium;3.45;50.75;1.00
BE;Belgium;3.45;50.85;1.00
BE;Belgium;3.45;50.95;1.00
BE;Belgium;3.45;51.05;1.00
BE;Belgium;3.45;51.15;1.00
BE;Belgium;3.45;51.25;0.51
BE;Belgium;3.55;50.45;0.05
BE;Belgium;3.55;50.55;0.97
BE;Belgium;3.55;50.65;1.00
BE;Belgium;3.55;50.75;1.00
BE;Belgium;3.55;50.85;1.00
BE;Belgium;3.55;50.95;1.00
BE;Belgium;3.55;51.05;1.00
BE;Belgium;3.55;51.15;1.00
BE;Belgium;3.55;51.25;0.85
BE;Belgium;3.55;51.35;0.01
BE;Belgium;3.65;50.35;0.24
BE;Belgium;3.65;50.45;0.48
BE;Belgium;3.65;50.55;1.00
BE;Belgium;3.65;50.65;1.00
BE;Belgium;3.65;50.75;1.00
BE;Belgium;3.65;50.85;1.00
BE;Belgium;3.65;50.95;1.00
BE;Belgium;3.65;51.05;1.00
BE;Belgium;3.65;51.15;1.00
BE;Belgium;3.65;51.25;0.93
BE;Belgium;3.65;51.35;0.00
BE;Belgium;3.75;50.35;0.63
BE;Belgium;3.75;50.45;1.00
BE;Belgium;3.75;50.55;1.00
BE;Belgium;3.75;50.65;1.00
BE;Belgium;3.75;50.75;1.00
BE;Belgium;3.75;50.85;1.00
BE;Belgium;3.75;50.95;1.00
BE;Belgium;3.75;51.05;1.00
BE;Belgium;3.75;51.15;1.00
BE;Belgium;3.75;51.25;0.66
BE;Belgium;3.85;50.35;0.55
BE;Belgium;3.85;50.45;1.00
BE;Belgium;3.85;50.55;1.00
BE;Belgium;3.85;50.65;1.00
BE;Belgium;3.85;50.75;1.00
BE;Belgium;3.85;50.85;1.00
BE;Belgium;3.85;50.95;1.00
BE;Belgium;3.85;51.05;1.00
BE;Belgium;3.85;51.15;1.00
BE;Belgium;3.85;51.25;0.08
BE;Belgium;3.95;50.35;0.60
BE;Belgium;3.95;50.45;1.00
BE;Belgium;3.95;50.55;1.00
