Lon	Lat	year	NATURAL	FOREST	BARREN
 -4.75	56.25	2010	0.0000000	0.3289205	0.6710795
 -4.75	56.75	2010	0.0000000	0.2163736	0.7836264
 -4.75	57.25	2010	0.0000000	0.2364717	0.7635283
 -4.75	57.75	2010	0.0000000	0.1941509	0.8058491
 -4.75	58.25	2010	0.0000000	0.1005406	0.8994594
 -4.75	58.75	2010	0.0000000	0.0010154	0.9989846
 -4.25	36.75	2010	0.0000000	0.0981182	0.9018818
 -4.25	37.25	2010	0.0000000	0.1692276	0.8307724
 -4.25	37.75	2010	0.0000000	0.0405301	0.9594699
 -4.25	38.25	2010	0.0000000	0.4284494	0.5715506
 -4.25	38.75	2010	0.0000000	0.2241015	0.7758985
 -4.25	39.25	2010	0.0000000	0.3295590	0.6704410
 -4.25	39.75	2010	0.0000000	0.2169878	0.7830122
 -4.25	40.25	2010	0.0000000	0.2322613	0.7677387
 -4.25	40.75	2010	0.0000000	0.3004642	0.6995358
 -4.25	41.25	2010	0.0000000	0.2836164	0.7163836
 -4.25	41.75	2010	0.0000000	0.1381999	0.8618001
 -4.25	42.25	2010	0.0000000	0.0639426	0.9360574
 -4.25	42.75	2010	0.0000000	0.2638913	0.7361087
 -4.25	43.25	2010	0.0000000	0.2889271	0.7110729
 -4.25	47.75	2010	0.0000000	0.0189184	0.9810816
 -4.25	48.25	2010	0.0000000	0.1094693	0.8905307
 -4.25	48.75	2010	0.0000000	0.0095164	0.9904836
 -4.25	50.25	2010	0.0000000	0.0253621	0.9746379
 -4.25	50.75	2010	0.0000000	0.0878399	0.9121601
 -4.25	51.25	2010	0.0000000	0.0103426	0.9896574
 -4.25	51.75	2010	0.0000000	0.0644150	0.9355850
 -4.25	52.25	2010	0.0000000	0.0470262	0.9529738
 -4.25	52.75	2010	0.0000000	0.0150004	0.9849996
 -4.25	53.25	2010	0.0000000	0.0727642	0.9272358
 -4.25	54.75	2010	0.0000000	0.1119139	0.8880861
 -4.25	55.25	2010	0.0000000	0.3973093	0.6026907
 -4.25	55.75	2010	0.0000000	0.1597973	0.8402027
 -4.25	56.25	2010	0.0000000	0.2508350	0.7491650
 -4.25	56.75	2010	0.0000000	0.1853821	0.8146179
 -4.25	57.25	2010	0.0000000	0.1719163	0.8280837
 -4.25	57.75	2010	0.0000000	0.3045666	0.6954334
 -4.25	58.25	2010	0.0000000	0.0973127	0.9026873
 -4.25	58.75	2010	0.0000000	0.0108689	0.9891311
 -3.75	36.75	2010	0.0000000	0.1637228	0.8362772
 -3.75	37.25	2010	0.0000000	0.1693379	0.8306621
 -3.75	37.75	2010	0.0000000	0.1784767	0.8215233
 -3.75	38.25	2010	0.0000000	0.3297023	0.6702977
 -3.75	38.75	2010	0.0000000	0.0706049	0.9293951
 -3.75	39.25	2010	0.0000000	0.1369357	0.8630643
 -3.75	39.75	2010	0.0000000	0.0268180	0.9731820
 -3.75	40.25	2010	0.0000000	0.0332239	0.9667761
 -3.75	40.75	2010	0.0000000	0.3186643	0.6813357
 -3.75	41.25	2010	0.0000000	0.3421860	0.6578140
 -3.75	41.75	2010	0.0000000	0.1436655	0.8563345
 -3.75	42.25	2010	0.0000000	0.1323396	0.8676604
 -3.75	42.75	2010	0.0000000	0.3660142	0.6339858
 -3.75	43.25	2010	0.0000000	0.2876211	0.7123789
 -3.75	43.75	2010	0.0000000	0.0036860	0.9963140
 -3.75	47.75	2010	0.0000000	0.0426806	0.9573194
 -3.75	48.25	2010	0.0000000	0.1510249	0.8489751
 -3.75	48.75	2010	0.0000000	0.0607437	0.9392563
 -3.75	50.25	2010	0.0000000	0.0307131	0.9692869
 -3.75	50.75	2010	0.0000000	0.1553996	0.8446004
 -3.75	51.25	2010	0.0000000	0.0609161	0.9390839
 -3.75	51.75	2010	0.0000000	0.2144828	0.7855172
 -3.75	52.25	2010	0.0000000	0.2586615	0.7413385
 -3.75	52.75	2010	0.0000000	0.2642628	0.7357372
 -3.75	53.25	2010	0.0000000	0.0860645	0.9139355
 -3.75	54.75	2010	0.0000000	0.0811857	0.9188143
 -3.75	55.25	2010	0.0000000	0.1629785	0.8370215
 -3.75	55.75	2010	0.0000000	0.1272713	0.8727287
 -3.75	56.25	2010	0.0000000	0.1135630	0.8864370
 -3.75	56.75	2010	0.0000000	0.2182431	0.7817569
 -3.75	57.25	2010	0.0000000	0.2496074	0.7503926
 -3.75	57.75	2010	0.0000000	0.1749003	0.8250997
 -3.75	58.25	2010	0.0000000	0.1036114	0.8963886
 -3.75	58.75	2010	0.0000000	0.0405871	0.9594129
 -3.25	36.75	2010	0.0000000	0.0912240	0.9087760
 -3.25	37.25	2010	0.0000000	0.2993433	0.7006567
 -3.25	37.75	2010	0.0000000	0.1712919	0.8287081
 -3.25	38.25	2010	0.0000000	0.2235901	0.7764099
 -3.25	38.75	2010	0.0000000	0.0384420	0.9615580
 -3.25	39.25	2010	0.0000000	0.0202305	0.9797695
 -3.25	39.75	2010	0.0000000	0.0071896	0.9928104
 -3.25	40.25	2010	0.0000000	0.0905802	0.9094198
 -3.25	40.75	2010	0.0000000	0.1817764	0.8182236
 -3.25	41.25	2010	0.0000000	0.3567726	0.6432274
 -3.25	41.75	2010	0.0000000	0.4159142	0.5840858
 -3.25	42.25	2010	0.0000000	0.5852911	0.4147089
 -3.25	42.75	2010	0.0000000	0.3072079	0.6927921
 -3.25	43.25	2010	0.0000000	0.4185398	0.5814602
 -3.25	47.75	2010	0.0000000	0.1601500	0.8398500
 -3.25	48.25	2010	0.0000000	0.1758671	0.8241329
 -3.25	48.75	2010	0.0000000	0.0463444	0.9536556
 -3.25	50.75	2010	0.0000000	0.0446352	0.9553648
 -3.25	51.25	2010	0.0000000	0.0404716	0.9595284
 -3.25	51.75	2010	0.0000000	0.1256718	0.8743282
 -3.25	52.25	2010	0.0000000	0.0848591	0.9151409
 -3.25	52.75	2010	0.0000000	0.1174228	0.8825772
 -3.25	53.25	2010	0.0000000	0.0806451	0.9193549
 -3.25	53.75	2010	0.0000000	0.0022334	0.9977666
 -3.25	54.25	2010	0.0000000	0.0983685	0.9016315
 -3.25	54.75	2010	0.0000000	0.1144360	0.8855640
 -3.25	55.25	2010	0.0000000	0.3062599	0.6937401
 -3.25	55.75	2010	0.0000000	0.1710453	0.8289547
 -3.25	56.25	2010	0.0000000	0.0899403	0.9100597
 -3.25	56.75	2010	0.0000000	0.1679686	0.8320314
 -3.25	57.25	2010	0.0000000	0.2578042	0.7421958
 -3.25	57.75	2010	0.0000000	0.1984920	0.8015080
 -3.25	58.25	2010	0.0000000	0.0638310	0.9361690
 -3.25	58.75	2010	0.0000000	0.0245414	0.9754586
 -3.25	59.25	2010	0.0000000	0.0000000	1.0000000
 -2.75	36.75	2010	0.0000000	0.0654964	0.9345036
 -2.75	37.25	2010	0.0000000	0.3510118	0.6489882
 -2.75	37.75	2010	0.0000000	0.3250419	0.6749581
 -2.75	38.25	2010	0.0000000	0.5315815	0.4684185
 -2.75	38.75	2010	0.0000000	0.2162054	0.7837946
 -2.75	39.25	2010	0.0000000	0.0993176	0.9006824
 -2.75	39.75	2010	0.0000000	0.0973942	0.9026058
 -2.75	40.25	2010	0.0000000	0.1508862	0.8491138
 -2.75	40.75	2010	0.0000000	0.3498741	0.6501259
 -2.75	41.25	2010	0.0000000	0.2642552	0.7357448
 -2.75	41.75	2010	0.0000000	0.5855565	0.4144435
 -2.75	42.25	2010	0.0000000	0.5319940	0.4680060
 -2.75	42.75	2010	0.0000000	0.3561068	0.6438932
 -2.75	43.25	2010	0.0000000	0.5460774	0.4539226
 -2.75	47.25	2010	0.0000000	0.0034895	0.9965105
 -2.75	47.75	2010	0.0000000	0.0830611	0.9169389
 -2.75	48.25	2010	0.0000000	0.0833126	0.9166874
 -2.75	48.75	2010	0.0000000	0.0051814	0.9948186
 -2.75	50.75	2010	0.0000000	0.0103872	0.9896128
 -2.75	51.25	2010	0.0000000	0.0296835	0.9703165
 -2.75	51.75	2010	0.0000000	0.1081643	0.8918357
 -2.75	52.25	2010	0.0000000	0.1137662	0.8862338
 -2.75	52.75	2010	0.0000000	0.0591280	0.9408720
 -2.75	53.25	2010	0.0000000	0.0208098	0.9791902
 -2.75	53.75	2010	0.0000000	0.0254511	0.9745489
 -2.75	54.25	2010	0.0000000	0.0910676	0.9089324
 -2.75	54.75	2010	0.0000000	0.0471198	0.9528802
 -2.75	55.25	2010	0.0000000	0.3506604	0.6493396
 -2.75	55.75	2010	0.0000000	0.0983739	0.9016261
 -2.75	56.25	2010	0.0000000	0.0249223	0.9750777
 -2.75	56.75	2010	0.0000000	0.0875797	0.9124203
 -2.75	57.25	2010	0.0000000	0.3649723	0.6350277
 -2.75	57.75	2010	0.0000000	0.0577151	0.9422849
 -2.75	58.75	2010	0.0000000	0.0000000	1.0000000
 -2.75	59.25	2010	0.0000000	0.0018952	0.9981048
 -2.25	36.75	2010	0.0000000	0.0217751	0.9782249
 -2.25	37.25	2010	0.0000000	0.1500129	0.8499871
 -2.25	37.75	2010	0.0000000	0.2426020	0.7573980
 -2.25	38.25	2010	0.0000000	0.4933986	0.5066014
 -2.25	38.75	2010	0.0000000	0.4099481	0.5900519
 -2.25	39.25	2010	0.0000000	0.0528003	0.9471997
 -2.25	39.75	2010	0.0000000	0.2180488	0.7819512
 -2.25	40.25	2010	0.0000000	0.4521912	0.5478088
 -2.25	40.75	2010	0.0000000	0.7261580	0.2738420
 -2.25	41.25	2010	0.0000000	0.2365135	0.7634865
 -2.25	41.75	2010	0.0000000	0.2086848	0.7913152
 -2.25	42.25	2010	0.0000000	0.2665378	0.7334622
 -2.25	42.75	2010	0.0000000	0.4950656	0.5049344
 -2.25	43.25	2010	0.0000000	0.4035121	0.5964879
 -2.25	46.75	2010	0.0000000	0.0045326	0.9954674
 -2.25	47.25	2010	0.0000000	0.0216749	0.9783251
 -2.25	47.75	2010	0.0000000	0.1403463	0.8596537
 -2.25	48.25	2010	0.0000000	0.1105728	0.8894272
 -2.25	48.75	2010	0.0000000	0.0062641	0.9937359
 -2.25	50.75	2010	0.0000000	0.0686512	0.9313488
 -2.25	51.25	2010	0.0000000	0.0633819	0.9366181
 -2.25	51.75	2010	0.0000000	0.0585833	0.9414167
 -2.25	52.25	2010	0.0000000	0.0686153	0.9313847
 -2.25	52.75	2010	0.0000000	0.0393474	0.9606526
 -2.25	53.25	2010	0.0000000	0.0592935	0.9407065
 -2.25	53.75	2010	0.0000000	0.0323629	0.9676371
 -2.25	54.25	2010	0.0000000	0.0293113	0.9706887
 -2.25	54.75	2010	0.0000000	0.0291780	0.9708220
 -2.25	55.25	2010	0.0000000	0.1555757	0.8444243
 -2.25	55.75	2010	0.0000000	0.0756506	0.9243494
 -2.25	56.75	2010	0.0000000	0.0541270	0.9458730
 -2.25	57.25	2010	0.0000000	0.0654096	0.9345904
 -2.25	57.75	2010	0.0000000	0.0179793	0.9820207
 -1.75	36.75	2010	0.0000000	0.0000000	1.0000000
 -1.75	37.25	2010	0.0000000	0.0129487	0.9870513
 -1.75	37.75	2010	0.0000000	0.1868171	0.8131829
 -1.75	38.25	2010	0.0000000	0.2554792	0.7445208
 -1.75	38.75	2010	0.0000000	0.1151174	0.8848826
 -1.75	39.25	2010	0.0000000	0.0251000	0.9749000
 -1.75	39.75	2010	0.0000000	0.5492031	0.4507969
 -1.75	40.25	2010	0.0000000	0.8070338	0.1929662
 -1.75	40.75	2010	0.0000000	0.3930775	0.6069225
 -1.75	41.25	2010	0.0000000	0.2457824	0.7542176
 -1.75	41.75	2010	0.0000000	0.2443086	0.7556914
 -1.75	42.25	2010	0.0000000	0.0300451	0.9699549
 -1.75	42.75	2010	0.0000000	0.3246557	0.6753443
 -1.75	43.25	2010	0.0000000	0.5026124	0.4973876
 -1.75	46.25	2010	0.0000000	0.0042474	0.9957526
 -1.75	46.75	2010	0.0000000	0.0241902	0.9758098
 -1.75	47.25	2010	0.0000000	0.0290571	0.9709429
 -1.75	47.75	2010	0.0000000	0.0826713	0.9173287
 -1.75	48.25	2010	0.0000000	0.0499763	0.9500237
 -1.75	48.75	2010	0.0000000	0.0055418	0.9944582
 -1.75	49.25	2010	0.0000000	0.0134185	0.9865815
 -1.75	49.75	2010	0.0000000	0.0111740	0.9888260
 -1.75	50.75	2010	0.0000000	0.1470409	0.8529591
 -1.75	51.25	2010	0.0000000	0.0637512	0.9362488
 -1.75	51.75	2010	0.0000000	0.0316252	0.9683748
 -1.75	52.25	2010	0.0000000	0.0253294	0.9746706
 -1.75	52.75	2010	0.0000000	0.0413118	0.9586882
 -1.75	53.25	2010	0.0000000	0.0773521	0.9226479
 -1.75	53.75	2010	0.0000000	0.0822496	0.9177504
 -1.75	54.25	2010	0.0000000	0.0559582	0.9440418
