Lon	Lat	year	NATURAL	FOREST	BARREN
 -1.75	54.75	2010	0.0000000	0.0770691	0.9229309
 -1.75	55.25	2010	0.0000000	0.0597136	0.9402864
 -1.75	55.75	2010	0.0000000	0.0032209	0.9967791
 -1.75	57.25	2010	0.0000000	0.0176809	0.9823191
 -1.75	57.75	2010	0.0000000	0.0000000	1.0000000
 -1.75	60.25	2010	0.0000000	0.0000000	1.0000000
 -1.75	60.75	2010	0.0000000	0.0000000	1.0000000
 -1.25	37.25	2010	0.0000000	0.0000000	1.0000000
 -1.25	37.75	2010	0.0000000	0.0663540	0.9336460
 -1.25	38.25	2010	0.0000000	0.1362767	0.8637233
 -1.25	38.75	2010	0.0000000	0.1384228	0.8615772
 -1.25	39.25	2010	0.0000000	0.3973593	0.6026407
 -1.25	39.75	2010	0.0000000	0.4453232	0.5546768
 -1.25	40.25	2010	0.0000000	0.4204296	0.5795704
 -1.25	40.75	2010	0.0000000	0.1995397	0.8004603
 -1.25	41.25	2010	0.0000000	0.2397034	0.7602966
 -1.25	41.75	2010	0.0000000	0.0241814	0.9758186
 -1.25	42.25	2010	0.0000000	0.1618695	0.8381305
 -1.25	42.75	2010	0.0000000	0.5546123	0.4453877
 -1.25	43.25	2010	0.0000000	0.3649499	0.6350501
 -1.25	43.75	2010	0.0000000	0.5764958	0.4235042
 -1.25	44.25	2010	0.0000000	0.5404893	0.4595107
 -1.25	44.75	2010	0.0000000	0.2874729	0.7125271
 -1.25	45.25	2010	0.0000000	0.2327293	0.7672707
 -1.25	45.75	2010	0.0000000	0.0865958	0.9134042
 -1.25	46.25	2010	0.0000000	0.0147386	0.9852614
 -1.25	46.75	2010	0.0000000	0.0253768	0.9746232
 -1.25	47.25	2010	0.0000000	0.0149004	0.9850996
 -1.25	47.75	2010	0.0000000	0.0774374	0.9225626
 -1.25	48.25	2010	0.0000000	0.0319015	0.9680985
 -1.25	48.75	2010	0.0000000	0.0260842	0.9739158
 -1.25	49.25	2010	0.0000000	0.0046266	0.9953734
 -1.25	49.75	2010	0.0000000	0.0080555	0.9919445
 -1.25	50.75	2010	0.0000000	0.0700584	0.9299416
 -1.25	51.25	2010	0.0000000	0.0906326	0.9093674
 -1.25	51.75	2010	0.0000000	0.0407830	0.9592170
 -1.25	52.25	2010	0.0000000	0.0113386	0.9886614
 -1.25	52.75	2010	0.0000000	0.0211991	0.9788009
 -1.25	53.25	2010	0.0000000	0.0881645	0.9118355
 -1.25	53.75	2010	0.0000000	0.0323890	0.9676110
 -1.25	54.25	2010	0.0000000	0.1003866	0.8996134
 -1.25	54.75	2010	0.0000000	0.0412230	0.9587770
 -1.25	60.25	2010	0.0000000	0.0000000	1.0000000
 -1.25	60.75	2010	0.0000000	0.0000000	1.0000000
 -0.75	37.75	2010	0.0000000	0.0174076	0.9825924
 -0.75	38.25	2010	0.0000000	0.0602843	0.9397157
 -0.75	38.75	2010	0.0000000	0.2491897	0.7508103
 -0.75	39.25	2010	0.0000000	0.2014257	0.7985743
 -0.75	39.75	2010	0.0000000	0.3690344	0.6309656
 -0.75	40.25	2010	0.0000000	0.5633231	0.4366769
 -0.75	40.75	2010	0.0000000	0.2965242	0.7034758
 -0.75	41.25	2010	0.0000000	0.0939404	0.9060596
 -0.75	41.75	2010	0.0000000	0.0757664	0.9242336
 -0.75	42.25	2010	0.0000000	0.3783118	0.6216882
 -0.75	42.75	2010	0.0000000	0.5921105	0.4078895
 -0.75	43.25	2010	0.0000000	0.3579418	0.6420582
 -0.75	43.75	2010	0.0000000	0.4385446	0.5614554
 -0.75	44.25	2010	0.0000000	0.8379507	0.1620493
 -0.75	44.75	2010	0.0000000	0.6895737	0.3104263
 -0.75	45.25	2010	0.0000000	0.2284070	0.7715930
 -0.75	45.75	2010	0.0000000	0.1352550	0.8647450
 -0.75	46.25	2010	0.0000000	0.0445078	0.9554922
 -0.75	46.75	2010	0.0000000	0.0467319	0.9532681
 -0.75	47.25	2010	0.0000000	0.0377857	0.9622143
 -0.75	47.75	2010	0.0000000	0.0189305	0.9810695
 -0.75	48.25	2010	0.0000000	0.0409982	0.9590018
 -0.75	48.75	2010	0.0000000	0.0576220	0.9423780
 -0.75	49.25	2010	0.0000000	0.0223574	0.9776426
 -0.75	50.75	2010	0.0000000	0.0707416	0.9292584
 -0.75	51.25	2010	0.0000000	0.2624976	0.7375024
 -0.75	51.75	2010	0.0000000	0.1146439	0.8853561
 -0.75	52.25	2010	0.0000000	0.0435011	0.9564989
 -0.75	52.75	2010	0.0000000	0.0358986	0.9641014
 -0.75	53.25	2010	0.0000000	0.0174693	0.9825307
 -0.75	53.75	2010	0.0000000	0.0212551	0.9787449
 -0.75	54.25	2010	0.0000000	0.1430203	0.8569797
 -0.75	54.75	2010	0.0000000	0.0090198	0.9909802
 -0.25	38.25	2010	0.0000000	0.0094299	0.9905701
 -0.25	38.75	2010	0.0000000	0.1247580	0.8752420
 -0.25	39.25	2010	0.0000000	0.0123975	0.9876025
 -0.25	39.75	2010	0.0000000	0.1570480	0.8429520
 -0.25	40.25	2010	0.0000000	0.3928028	0.6071972
 -0.25	40.75	2010	0.0000000	0.3779058	0.6220942
 -0.25	41.25	2010	0.0000000	0.0883625	0.9116375
 -0.25	41.75	2010	0.0000000	0.0828181	0.9171819
 -0.25	42.25	2010	0.0000000	0.3803205	0.6196795
 -0.25	42.75	2010	0.0000000	0.3892057	0.6107943
 -0.25	43.25	2010	0.0000000	0.2646591	0.7353409
 -0.25	43.75	2010	0.0000000	0.3017630	0.6982370
 -0.25	44.25	2010	0.0000000	0.7768295	0.2231705
 -0.25	44.75	2010	0.0000000	0.1885825	0.8114175
 -0.25	45.25	2010	0.0000000	0.3248251	0.6751749
 -0.25	45.75	2010	0.0000000	0.0937850	0.9062150
 -0.25	46.25	2010	0.0000000	0.1007593	0.8992407
 -0.25	46.75	2010	0.0000000	0.0647310	0.9352690
 -0.25	47.25	2010	0.0000000	0.0890673	0.9109327
 -0.25	47.75	2010	0.0000000	0.1220343	0.8779657
 -0.25	48.25	2010	0.0000000	0.1040753	0.8959247
 -0.25	48.75	2010	0.0000000	0.1078767	0.8921233
 -0.25	49.25	2010	0.0000000	0.0114755	0.9885245
 -0.25	50.75	2010	0.0000000	0.0164508	0.9835492
 -0.25	51.25	2010	0.0000000	0.1594457	0.8405543
 -0.25	51.75	2010	0.0000000	0.0445173	0.9554827
 -0.25	52.25	2010	0.0000000	0.0152034	0.9847966
 -0.25	52.75	2010	0.0000000	0.0101843	0.9898157
 -0.25	53.25	2010	0.0000000	0.0236159	0.9763841
 -0.25	53.75	2010	0.0000000	0.0129850	0.9870150
 -0.25	54.25	2010	0.0000000	0.0014512	0.9985488
  0.25	38.75	2010	0.0000000	0.0093998	0.9906002
  0.25	39.75	2010	0.0000000	0.0004568	0.9995432
  0.25	40.25	2010	0.0000000	0.0212355	0.9787645
  0.25	40.75	2010	0.0000000	0.3731622	0.6268378
  0.25	41.25	2010	0.0000000	0.3294306	0.6705694
  0.25	41.75	2010	0.0000000	0.0493999	0.9506001
  0.25	42.25	2010	0.0000000	0.5469358	0.4530642
  0.25	42.75	2010	0.0000000	0.4056607	0.5943393
  0.25	43.25	2010	0.0000000	0.2867105	0.7132895
  0.25	43.75	2010	0.0000000	0.0888852	0.9111148
  0.25	44.25	2010	0.0000000	0.2853256	0.7146744
  0.25	44.75	2010	0.0000000	0.1983407	0.8016593
  0.25	45.25	2010	0.0000000	0.3588913	0.6411087
  0.25	45.75	2010	0.0000000	0.2719037	0.7280963
  0.25	46.25	2010	0.0000000	0.1616399	0.8383601
  0.25	46.75	2010	0.0000000	0.1579321	0.8420679
  0.25	47.25	2010	0.0000000	0.2965621	0.7034379
  0.25	47.75	2010	0.0000000	0.2092807	0.7907193
  0.25	48.25	2010	0.0000000	0.0817000	0.9183000
  0.25	48.75	2010	0.0000000	0.1044317	0.8955683
  0.25	49.25	2010	0.0000000	0.0614169	0.9385831
  0.25	49.75	2010	0.0000000	0.0148781	0.9851219
  0.25	50.75	2010	0.0000000	0.0519489	0.9480511
  0.25	51.25	2010	0.0000000	0.1599056	0.8400944
  0.25	51.75	2010	0.0000000	0.0364954	0.9635046
  0.25	52.25	2010	0.0000000	0.0101625	0.9898375
  0.25	52.75	2010	0.0000000	0.0032843	0.9967157
  0.25	53.25	2010	0.0000000	0.0046007	0.9953993
  0.25	53.75	2010	0.0000000	0.0000000	1.0000000
  0.75	40.75	2010	0.0000000	0.0670716	0.9329284
  0.75	41.25	2010	0.0000000	0.3286946	0.6713054
  0.75	41.75	2010	0.0000000	0.1839005	0.8160995
  0.75	42.25	2010	0.0000000	0.5297403	0.4702597
  0.75	42.75	2010	0.0000000	0.5114451	0.4885549
  0.75	43.25	2010	0.0000000	0.2479342	0.7520658
  0.75	43.75	2010	0.0000000	0.0377867	0.9622133
  0.75	44.25	2010	0.0000000	0.0774366	0.9225634
  0.75	44.75	2010	0.0000000	0.3526368	0.6473632
  0.75	45.25	2010	0.0000000	0.4989226	0.5010774
  0.75	45.75	2010	0.0000000	0.3222614	0.6777386
  0.75	46.25	2010	0.0000000	0.1287700	0.8712300
  0.75	46.75	2010	0.0000000	0.1896540	0.8103460
  0.75	47.25	2010	0.0000000	0.1236574	0.8763426
  0.75	47.75	2010	0.0000000	0.1313385	0.8686615
  0.75	48.25	2010	0.0000000	0.1204046	0.8795954
  0.75	48.75	2010	0.0000000	0.2368404	0.7631596
  0.75	49.25	2010	0.0000000	0.1730070	0.8269930
  0.75	49.75	2010	0.0000000	0.0493940	0.9506060
  0.75	50.75	2010	0.0000000	0.0195851	0.9804149
  0.75	51.25	2010	0.0000000	0.0689759	0.9310241
  0.75	51.75	2010	0.0000000	0.0162634	0.9837366
  0.75	52.25	2010	0.0000000	0.1205615	0.8794385
  0.75	52.75	2010	0.0000000	0.0654183	0.9345817
  1.25	41.25	2010	0.0000000	0.1771335	0.8228665
  1.25	41.75	2010	0.0000000	0.2016987	0.7983013
  1.25	42.25	2010	0.0000000	0.7200715	0.2799285
  1.25	42.75	2010	0.0000000	0.5577065	0.4422935
  1.25	43.25	2010	0.0000000	0.1981733	0.8018267
  1.25	43.75	2010	0.0000000	0.0938181	0.9061819
  1.25	44.25	2010	0.0000000	0.2330378	0.7669622
  1.25	44.75	2010	0.0000000	0.5469971	0.4530029
  1.25	45.25	2010	0.0000000	0.3665403	0.6334597
  1.25	45.75	2010	0.0000000	0.2656295	0.7343705
  1.25	46.25	2010	0.0000000	0.1956394	0.8043606
  1.25	46.75	2010	0.0000000	0.2124352	0.7875648
  1.25	47.25	2010	0.0000000	0.2255317	0.7744683
  1.25	47.75	2010	0.0000000	0.1783033	0.8216967
  1.25	48.25	2010	0.0000000	0.0833856	0.9166144
  1.25	48.75	2010	0.0000000	0.1149960	0.8850040
  1.25	49.25	2010	0.0000000	0.2120605	0.7879395
  1.25	49.75	2010	0.0000000	0.1131154	0.8868846
  1.25	50.25	2010	0.0000000	0.0073252	0.9926748
  1.25	51.25	2010	0.0000000	0.0244307	0.9755693
  1.25	51.75	2010	0.0000000	0.0027020	0.9972980
  1.25	52.25	2010	0.0000000	0.0214868	0.9785132
  1.25	52.75	2010	0.0000000	0.0373845	0.9626155
  1.75	41.25	2010	0.0000000	0.1917960	0.8082040
  1.75	41.75	2010	0.0000000	0.4108519	0.5891481
  1.75	42.25	2010	0.0000000	0.5909885	0.4090115
  1.75	42.75	2010	0.0000000	0.4591228	0.5408772
  1.75	43.25	2010	0.0000000	0.1573449	0.8426551
  1.75	43.75	2010	0.0000000	0.1089035	0.8910965
  1.75	44.25	2010	0.0000000	0.4736671	0.5263329
  1.75	44.75	2010	0.0000000	0.4055039	0.5944961
  1.75	45.25	2010	0.0000000	0.4955589	0.5044411
  1.75	45.75	2010	0.0000000	0.6047078	0.3952922
  1.75	46.25	2010	0.0000000	0.2791740	0.7208260
  1.75	46.75	2010	0.0000000	0.1275250	0.8724750
  1.75	47.25	2010	0.0000000	0.2800454	0.7199546
  1.75	47.75	2010	0.0000000	0.3956608	0.6043392
  1.75	48.25	2010	0.0000000	0.0348664	0.9651336
  1.75	48.75	2010	0.0000000	0.2512244	0.7487756
  1.75	49.25	2010	0.0000000	0.1338600	0.8661400
  1.75	49.75	2010	0.0000000	0.1033580	0.8966420
  1.75	50.25	2010	0.0000000	0.0551417	0.9448583
  1.75	50.75	2010	0.0000000	0.0586991	0.9413009
  1.75	52.25	2010	0.0000000	0.0123415	0.9876585
  1.75	52.75	2010	0.0000000	0.0012446	0.9987554
  2.25	39.75	2010	0.0000000	0.0285430	0.9714570
  2.25	41.25	2010	0.0000000	0.0397981	0.9602019
  2.25	41.75	2010	0.0000000	0.5418647	0.4581353
  2.25	42.25	2010	0.0000000	0.6645356	0.3354644
  2.25	42.75	2010	0.0000000	0.6925340	0.3074660
  2.25	43.25	2010	0.0000000	0.4030492	0.5969508
  2.25	43.75	2010	0.0000000	0.2721339	0.7278661
  2.25	44.25	2010	0.0000000	0.2371256	0.7628744
  2.25	44.75	2010	0.0000000	0.4225503	0.5774497
  2.25	45.25	2010	0.0000000	0.5583325	0.4416675
  2.25	45.75	2010	0.0000000	0.5491944	0.4508056
  2.25	46.25	2010	0.0000000	0.1270653	0.8729347
  2.25	46.75	2010	0.0000000	0.1430672	0.8569328
  2.25	47.25	2010	0.0000000	0.4627267	0.5372733
  2.25	47.75	2010	0.0000000	0.4833942	0.5166058
  2.25	48.25	2010	0.0000000	0.1717985	0.8282015
  2.25	48.75	2010	0.0000000	0.1267954	0.8732046
  2.25	49.25	2010	0.0000000	0.1441417	0.8558583
  2.25	49.75	2010	0.0000000	0.0508193	0.9491807
  2.25	50.25	2010	0.0000000	0.0449606	0.9550394
  2.25	50.75	2010	0.0000000	0.0209459	0.9790541
  2.25	51.25	2010	0.0000000	0.0000000	1.0000000
  2.75	39.25	2010	0.0000000	0.0124703	0.9875297
  2.75	39.75	2010	0.0000000	0.1472697	0.8527303
  2.75	41.75	2010	0.0000000	0.3775969	0.6224031
  2.75	42.25	2010	0.0000000	0.6392869	0.3607131
  2.75	42.75	2010	0.0000000	0.3211369	0.6788631
  2.75	43.25	2010	0.0000000	0.3306308	0.6693692
  2.75	43.75	2010	0.0000000	0.6174502	0.3825498
  2.75	44.25	2010	0.0000000	0.2905819	0.7094181
  2.75	44.75	2010	0.0000000	0.3789673	0.6210327
  2.75	45.25	2010	0.0000000	0.2930847	0.7069153
  2.75	45.75	2010	0.0000000	0.4042173	0.5957827
  2.75	46.25	2010	0.0000000	0.1832238	0.8167762
  2.75	46.75	2010	0.0000000	0.1781283	0.8218717
  2.75	47.25	2010	0.0000000	0.1611579	0.8388421
  2.75	47.75	2010	0.0000000	0.2464173	0.7535827
  2.75	48.25	2010	0.0000000	0.3043166	0.6956834
  2.75	48.75	2010	0.0000000	0.1931961	0.8068039
  2.75	49.25	2010	0.0000000	0.2154617	0.7845383
  2.75	49.75	2010	0.0000000	0.0660571	0.9339429
  2.75	50.25	2010	0.0000000	0.0144317	0.9855683
  2.75	50.75	2010	0.0000000	0.0122219	0.9877781
  2.75	51.25	2010	0.0000000	0.0000000	1.0000000
  3.25	39.25	2010	0.0000000	0.0296371	0.9703629
  3.25	39.75	2010	0.0000000	0.0650570	0.9349430
  3.25	41.75	2010	0.0000000	0.0564931	0.9435069
  3.25	42.25	2010	0.0000000	0.0422958	0.9577042
  3.25	42.75	2010	0.0000000	0.0000000	1.0000000
  3.25	43.25	2010	0.0000000	0.0255514	0.9744486
  3.25	43.75	2010	0.0000000	0.4648123	0.5351877
  3.25	44.25	2010	0.0000000	0.5379023	0.4620977
  3.25	44.75	2010	0.0000000	0.5078416	0.4921584
  3.25	45.25	2010	0.0000000	0.4894886	0.5105114
  3.25	45.75	2010	0.0000000	0.2196580	0.7803420
  3.25	46.25	2010	0.0000000	0.1337596	0.8662404
  3.25	46.75	2010	0.0000000	0.2506571	0.7493429
  3.25	47.25	2010	0.0000000	0.3769533	0.6230467
  3.25	47.75	2010	0.0000000	0.2629251	0.7370749
  3.25	48.25	2010	0.0000000	0.2035695	0.7964305
  3.25	48.75	2010	0.0000000	0.1262902	0.8737098
  3.25	49.25	2010	0.0000000	0.2239972	0.7760028
  3.25	49.75	2010	0.0000000	0.1206038	0.8793962
  3.25	50.25	2010	0.0000000	0.0334740	0.9665260
  3.25	50.75	2010	0.0000000	0.0154157	0.9845843
  3.25	51.25	2010	0.0000000	0.0300842	0.9699158
  3.25	51.75	2010	0.0000000	0.0000000	1.0000000
  3.75	39.75	2010	0.0000000	0.0073492	0.9926508
  3.75	40.25	2010	0.0000000	0.0126707	0.9873293
  3.75	43.25	2010	0.0000000	0.0136504	0.9863496
  3.75	43.75	2010	0.0000000	0.3307489	0.6692511
  3.75	44.25	2010	0.0000000	0.7739115	0.2260885
  3.75	44.75	2010	0.0000000	0.5875525	0.4124475
  3.75	45.25	2010	0.0000000	0.6017049	0.3982951
  3.75	45.75	2010	0.0000000	0.6566568	0.3433432
  3.75	46.25	2010	0.0000000	0.2562652	0.7437348
  3.75	46.75	2010	0.0000000	0.2375346	0.7624654
  3.75	47.25	2010	0.0000000	0.4032571	0.5967429
  3.75	47.75	2010	0.0000000	0.2954851	0.7045149
  3.75	48.25	2010	0.0000000	0.2094359	0.7905641
  3.75	48.75	2010	0.0000000	0.2048275	0.7951725
  3.75	49.25	2010	0.0000000	0.2596115	0.7403885
  3.75	49.75	2010	0.0000000	0.1076265	0.8923735
  3.75	50.25	2010	0.0000000	0.1280240	0.8719760
  3.75	50.75	2010	0.0000000	0.0562156	0.9437844
  3.75	51.25	2010	0.0000000	0.0159333	0.9840667
  3.75	51.75	2010	0.0000000	0.0074722	0.9925278
  4.25	39.75	2010	0.0000000	0.0426314	0.9573686
  4.25	40.25	2010	0.0000000	0.0185631	0.9814369
  4.25	43.25	2010	0.0000000	0.0004679	0.9995321
  4.25	43.75	2010	0.0000000	0.1184220	0.8815780
  4.25	44.25	2010	0.0000000	0.5343869	0.4656131
  4.25	44.75	2010	0.0000000	0.6243857	0.3756143
  4.25	45.25	2010	0.0000000	0.5431380	0.4568620
  4.25	45.75	2010	0.0000000	0.2112070	0.7887930
  4.25	46.25	2010	0.0000000	0.2430085	0.7569915
  4.25	46.75	2010	0.0000000	0.2758341	0.7241659
  4.25	47.25	2010	0.0000000	0.4146637	0.5853363
  4.25	47.75	2010	0.0000000	0.3755725	0.6244275
  4.25	48.25	2010	0.0000000	0.2446327	0.7553673
  4.25	48.75	2010	0.0000000	0.0608416	0.9391584
  4.25	49.25	2010	0.0000000	0.0750511	0.9249489
  4.25	49.75	2010	0.0000000	0.2216672	0.7783328
  4.25	50.25	2010	0.0000000	0.2636587	0.7363413
  4.25	50.75	2010	0.0000000	0.0619514	0.9380486
  4.25	51.25	2010	0.0000000	0.0671380	0.9328620
  4.25	51.75	2010	0.0000000	0.0173516	0.9826484
  4.25	52.25	2010	0.0000000	0.0112743	0.9887257
  4.75	43.25	2010	0.0000000	0.0009305	0.9990695
  4.75	43.75	2010	0.0000000	0.0780244	0.9219756
  4.75	44.25	2010	0.0000000	0.2690179	0.7309821
  4.75	44.75	2010	0.0000000	0.4472324	0.5527676
  4.75	45.25	2010	0.0000000	0.3775331	0.6224669
  4.75	45.75	2010	0.0000000	0.1668721	0.8331279
  4.75	46.25	2010	0.0000000	0.2003542	0.7996458
  4.75	46.75	2010	0.0000000	0.2255292	0.7744708
  4.75	47.25	2010	0.0000000	0.4259877	0.5740123
  4.75	47.75	2010	0.0000000	0.5166868	0.4833132
  4.75	48.25	2010	0.0000000	0.4219642	0.5780358
  4.75	48.75	2010	0.0000000	0.2333016	0.7666984
  4.75	49.25	2010	0.0000000	0.2429032	0.7570968
  4.75	49.75	2010	0.0000000	0.5106161	0.4893839
  4.75	50.25	2010	0.0000000	0.3974459	0.6025541
  4.75	50.75	2010	0.0000000	0.0727407	0.9272593
  4.75	51.25	2010	0.0000000	0.1579612	0.8420388
  4.75	51.75	2010	0.0000000	0.0820966	0.9179034
  4.75	52.25	2010	0.0000000	0.0200276	0.9799724
  4.75	52.75	2010	0.0000000	0.0274472	0.9725528
  5.25	43.25	2010	0.0000000	0.0525430	0.9474570
  5.25	43.75	2010	0.0000000	0.2923170	0.7076830
  5.25	44.25	2010	0.0000000	0.5672213	0.4327787
  5.25	44.75	2010	0.0000000	0.7021513	0.2978487
  5.25	45.25	2010	0.0000000	0.3774920	0.6225080
  5.25	45.75	2010	0.0000000	0.2243160	0.7756840
  5.25	46.25	2010	0.0000000	0.2894189	0.7105811
  5.25	46.75	2010	0.0000000	0.2033079	0.7966921
  5.25	47.25	2010	0.0000000	0.2564743	0.7435257
  5.25	47.75	2010	0.0000000	0.3713255	0.6286745
  5.25	48.25	2010	0.0000000	0.4395377	0.5604623
  5.25	48.75	2010	0.0000000	0.3921860	0.6078140
  5.25	49.25	2010	0.0000000	0.3689481	0.6310519
  5.25	49.75	2010	0.0000000	0.5022748	0.4977252
  5.25	50.25	2010	0.0000000	0.4270843	0.5729157
  5.25	50.75	2010	0.0000000	0.0885699	0.9114301
  5.25	51.25	2010	0.0000000	0.2947022	0.7052978
  5.25	51.75	2010	0.0000000	0.0842576	0.9157424
  5.25	52.25	2010	0.0000000	0.1482137	0.8517863
  5.25	52.75	2010	0.0000000	0.0098067	0.9901933
  5.25	53.25	2010	0.0000000	0.0046489	0.9953511
  5.75	43.25	2010	0.0000000	0.2865221	0.7134779
  5.75	43.75	2010	0.0000000	0.5238605	0.4761395
  5.75	44.25	2010	0.0000000	0.5738466	0.4261534
  5.75	44.75	2010	0.0000000	0.6181146	0.3818854
  5.75	45.25	2010	0.0000000	0.5864322	0.4135678
  5.75	45.75	2010	0.0000000	0.4868677	0.5131323
  5.75	46.25	2010	0.0000000	0.6904443	0.3095557
  5.75	46.75	2010	0.0000000	0.5559662	0.4440338
  5.75	47.25	2010	0.0000000	0.4415949	0.5584051
  5.75	47.75	2010	0.0000000	0.3534060	0.6465940
  5.75	48.25	2010	0.0000000	0.4143205	0.5856795
  5.75	48.75	2010	0.0000000	0.4233824	0.5766176
  5.75	49.25	2010	0.0000000	0.2279685	0.7720315
  5.75	49.75	2010	0.0000000	0.4397337	0.5602663
  5.75	50.25	2010	0.0000000	0.5539122	0.4460878
  5.75	50.75	2010	0.0000000	0.1860803	0.8139197
  5.75	51.25	2010	0.0000000	0.1866389	0.8133611
  5.75	51.75	2010	0.0000000	0.1359577	0.8640423
  5.75	52.25	2010	0.0000000	0.4050443	0.5949557
  5.75	52.75	2010	0.0000000	0.0403780	0.9596220
  5.75	53.25	2010	0.0000000	0.0015882	0.9984118
  6.25	43.25	2010	0.0000000	0.3291450	0.6708550
  6.25	43.75	2010	0.0000000	0.5185444	0.4814556
  6.25	44.25	2010	0.0000000	0.5879181	0.4120819
  6.25	44.75	2010	0.0000000	0.2339915	0.7660085
  6.25	45.25	2010	0.0000000	0.3371813	0.6628187
  6.25	45.75	2010	0.0000000	0.6051882	0.3948118
  6.25	46.25	2010	0.0000000	0.3300191	0.6699809
  6.25	46.75	2010	0.0000000	0.5758280	0.4241720
  6.25	47.25	2010	0.0000000	0.5136893	0.4863107
  6.25	47.75	2010	0.0000000	0.5005001	0.4994999
  6.25	48.25	2010	0.0000000	0.3709475	0.6290525
  6.25	48.75	2010	0.0000000	0.2383406	0.7616594
  6.25	49.25	2010	0.0000000	0.2429055	0.7570945
  6.25	49.75	2010	0.0000000	0.3182828	0.6817172
  6.25	50.25	2010	0.0000000	0.4053471	0.5946529
  6.25	50.75	2010	0.0000000	0.3345067	0.6654933
  6.25	51.25	2010	0.0000000	0.1235443	0.8764557
  6.25	51.75	2010	0.0000000	0.1165531	0.8834469
  6.25	52.25	2010	0.0000000	0.1476445	0.8523555
  6.25	52.75	2010	0.0000000	0.1156191	0.8843809
  6.25	53.25	2010	0.0000000	0.0317720	0.9682280
  6.75	43.25	2010	0.0000000	0.0724288	0.9275712
  6.75	43.75	2010	0.0000000	0.6112574	0.3887426
  6.75	44.25	2010	0.0000000	0.3349144	0.6650856
  6.75	44.75	2010	0.0000000	0.3032325	0.6967675
  6.75	45.25	2010	0.0000000	0.2615126	0.7384874
  6.75	45.75	2010	0.0000000	0.2940831	0.7059169
  6.75	46.25	2010	0.0000000	0.4130554	0.5869446
  6.75	46.75	2010	0.0000000	0.2633753	0.7366247
  6.75	47.25	2010	0.0000000	0.5460431	0.4539569
  6.75	47.75	2010	0.0000000	0.6830228	0.3169772
  6.75	48.25	2010	0.0000000	0.6604705	0.3395295
  6.75	48.75	2010	0.0000000	0.2929156	0.7070844
  6.75	49.25	2010	0.0000000	0.2838923	0.7161077
  6.75	49.75	2010	0.0000000	0.4502895	0.5497105
  6.75	50.25	2010	0.0000000	0.5171245	0.4828755
  6.75	50.75	2010	0.0000000	0.1877622	0.8122378
  6.75	51.25	2010	0.0000000	0.0862005	0.9137995
  6.75	51.75	2010	0.0000000	0.1652733	0.8347267
  6.75	52.25	2010	0.0000000	0.1005066	0.8994934
  6.75	52.75	2010	0.0000000	0.1216492	0.8783508
  6.75	53.25	2010	0.0000000	0.0194074	0.9805926
  7.25	43.75	2010	0.0000000	0.3703935	0.6296065
  7.25	44.25	2010	0.0000000	0.5395961	0.4604039
  7.25	44.75	2010	0.0000000	0.4895696	0.5104304
  7.25	45.25	2010	0.0000000	0.4116350	0.5883650
  7.25	45.75	2010	0.0000000	0.2621320	0.7378680
  7.25	46.25	2010	0.0000000	0.2981967	0.7018033
  7.25	46.75	2010	0.0000000	0.2855289	0.7144711
  7.25	47.25	2010	0.0000000	0.4478144	0.5521856
  7.25	47.75	2010	0.0000000	0.4035425	0.5964575
  7.25	48.25	2010	0.0000000	0.6619052	0.3380948
  7.25	48.75	2010	0.0000000	0.5638206	0.4361794
  7.25	49.25	2010	0.0000000	0.3289412	0.6710588
  7.25	49.75	2010	0.0000000	0.5137100	0.4862900
  7.25	50.25	2010	0.0000000	0.4322724	0.5677276
  7.25	50.75	2010	0.0000000	0.3463732	0.6536268
  7.25	51.25	2010	0.0000000	0.2527771	0.7472229
  7.25	51.75	2010	0.0000000	0.1617551	0.8382449
  7.25	52.25	2010	0.0000000	0.1261306	0.8738694
  7.25	52.75	2010	0.0000000	0.1421906	0.8578094
  7.25	53.25	2010	0.0000000	0.0078122	0.9921878
  7.25	53.75	2010	0.0000000	0.0109032	0.9890968
  7.75	43.75	2010	0.0000000	0.2568512	0.7431488
  7.75	44.25	2010	0.0000000	0.5663692	0.4336308
  7.75	44.75	2010	0.0000000	0.0621803	0.9378197
  7.75	45.25	2010	0.0000000	0.2678800	0.7321200
  7.75	45.75	2010	0.0000000	0.3783426	0.6216574
  7.75	46.25	2010	0.0000000	0.1727445	0.8272555
  7.75	46.75	2010	0.0000000	0.3573087	0.6426913
  7.75	47.25	2010	0.0000000	0.3779424	0.6220576
  7.75	47.75	2010	0.0000000	0.4335363	0.5664637
  7.75	48.25	2010	0.0000000	0.3126740	0.6873260
  7.75	48.75	2010	0.0000000	0.2571720	0.7428280
  7.75	49.25	2010	0.0000000	0.7399818	0.2600182
  7.75	49.75	2010	0.0000000	0.3616870	0.6383130
  7.75	50.25	2010	0.0000000	0.5348349	0.4651651
  7.75	50.75	2010	0.0000000	0.4808111	0.5191889
  7.75	51.25	2010	0.0000000	0.5286244	0.4713756
  7.75	51.75	2010	0.0000000	0.1002718	0.8997282
  7.75	52.25	2010	0.0000000	0.1066046	0.8933954
  7.75	52.75	2010	0.0000000	0.1563332	0.8436668
  7.75	53.25	2010	0.0000000	0.0429677	0.9570323
  7.75	53.75	2010	0.0000000	0.0173580	0.9826420
  8.25	39.25	2010	0.0000000	0.0133118	0.9866882
  8.25	39.75	2010	0.0000000	0.0089983	0.9910017
